date,"boat 1=pt3,2=jenglo",start,end,triptypeid,price per head,first,last,phone,qty,total,deposit,totaldue
10/12/2016,2,6:00,14:00,2,125,,,,,,,
10/13/2016,2,6:00,14:00,2,125,,,,,,,
10/14/2016,2,6:00,14:00,2,125,,,,,,,
10/15/2016,2,6:00,14:00,2,125,,,,,,,
10/16/2016,2,6:00,14:00,2,125,,,,,,,
10/19/2016,2,6:00,14:00,2,125,,,,,,,
10/20/2016,2,6:00,14:00,2,125,,,,,,,
10/21/2016,2,6:00,14:00,2,125,,,,,,,
10/22/2016,2,6:00,14:00,2,125,,,,,,,
10/23/2016,2,6:00,14:00,2,125,,,,,,,
10/26/2016,2,6:00,14:00,2,125,,,,,,,
10/27/2016,2,6:00,14:00,2,125,,,,,,,
10/28/2016,2,6:00,14:00,2,125,,,,,,,
10/29/2016,2,6:00,14:00,2,125,,,,,,,
10/30/2016,2,6:00,14:00,2,125,,,,,,,
11/1/2016,1,6:00,14:00,1,100,,,,,,,
11/2/2016,1,6:00,14:00,1,100,,,,,,,
11/3/2016,1,6:00,14:00,1,100,,,,,,,
11/4/2016,1,6:00,14:00,1,100,,,,,,,
11/5/2016,1,6:00,14:00,1,100,,,,,,,
11/6/2016,1,6:00,14:00,1,100,,,,,,,
11/7/2016,1,6:00,14:00,1,100,,,,,,,
11/8/2016,1,6:00,14:00,1,100,,,,,,,
11/9/2016,1,6:00,14:00,1,100,,,,,,,
11/10/2016,1,6:00,14:00,1,100,,,,,,,
11/11/2016,1,6:00,14:00,1,100,,,,,,,
11/12/2016,1,6:00,14:00,1,100,,,,,,,
11/13/2016,1,6:00,14:00,1,100,,,,,,,
11/14/2016,1,6:00,14:00,1,100,,,,,,,
11/15/2016,1,6:00,14:00,1,100,,,,,,,
11/16/2016,1,6:00,14:00,1,100,,,,,,,
11/17/2016,1,6:00,14:00,1,100,,,,,,,
11/18/2016,1,6:00,14:00,1,100,,,,,,,
11/19/2016,1,6:00,14:00,1,100,,,,,,,
11/20/2016,1,6:00,14:00,1,100,,,,,,,
11/21/2016,1,6:00,14:00,1,100,,,,,,,
11/22/2016,1,6:00,14:00,1,100,,,,,,,
11/23/2016,1,6:00,14:00,1,100,,,,,,,
11/24/2016,1,6:00,14:00,1,100,,,,,,,
11/25/2016,1,6:00,14:00,1,100,,,,,,,
11/26/2016,1,6:00,14:00,1,100,,,,,,,
11/27/2016,1,6:00,14:00,1,100,,,,,,,
11/28/2016,1,6:00,14:00,1,100,,,,,,,
11/29/2016,1,6:00,14:00,1,100,,,,,,,
11/30/2016,1,6:00,14:00,1,100,,,,,,,
11/2/2016,2,6:00,14:00,2,125,,,,,,,
11/3/2016,2,6:00,14:00,2,125,,,,,,,
11/4/2016,2,6:00,14:00,2,125,,,,,,,
11/5/2016,2,6:00,14:00,2,125,,,,,,,
11/6/2016,2,6:00,14:00,2,125,,,,,,,
11/9/2016,2,6:00,14:00,2,125,,,,,,,
11/10/2016,2,6:00,14:00,2,125,,,,,,,
11/11/2016,2,6:00,14:00,2,125,,,,,,,
11/12/2016,2,6:00,14:00,2,125,,,,,,,
11/13/2016,2,6:00,14:00,2,125,,,,,,,
11/16/2016,2,6:00,14:00,2,125,,,,,,,
11/17/2016,2,6:00,14:00,2,125,,,,,,,
11/18/2016,2,6:00,14:00,2,125,,,,,,,
11/19/2016,2,6:00,14:00,2,125,,,,,,,
11/20/2016,2,6:00,14:00,2,125,,,,,,,
11/23/2016,2,6:00,14:00,2,125,,,,,,,
11/25/2016,2,6:00,14:00,2,125,,,,,,,
11/26/2016,2,6:00,14:00,2,125,,,,,,,
11/27/2016,2,6:00,14:00,2,125,,,,,,,
12/3/2016,1,6:00,14:00,1,100,,,,,,,
12/4/2016,1,6:00,14:00,1,100,,,,,,,
12/5/2016,1,6:00,14:00,1,100,,,,,,,
12/6/2016,1,6:00,14:00,1,100,,,,,,,
12/10/2016,1,6:00,14:00,1,100,,,,,,,
12/11/2016,1,6:00,14:00,1,100,,,,,,,
12/12/2016,1,6:00,14:00,1,100,,,,,,,
12/13/2016,1,6:00,14:00,1,100,,,,,,,
12/17/2016,1,6:00,14:00,1,100,,,,,,,
12/18/2016,1,6:00,14:00,1,100,,,,,,,
12/19/2016,1,6:00,14:00,1,100,,,,,,,
12/20/2016,1,6:00,14:00,1,100,,,,,,,
12/24/2016,1,6:00,14:00,1,100,,,,,,,
12/26/2016,1,6:00,14:00,1,100,,,,,,,
12/27/2016,1,6:00,14:00,1,100,,,,,,,
12/1/2016,2,5:00,13:00,5,150,,,,,,,
12/2/2016,2,5:00,13:00,5,150,,,,,,,
12/3/2016,2,5:00,13:00,5,150,,,,,,,
12/4/2016,2,5:00,13:00,5,150,,,,,,,
12/7/2016,2,5:00,13:00,5,150,,,,,,,
12/8/2016,2,5:00,13:00,5,150,,,,,,,
12/9/2016,2,5:00,13:00,5,150,,,,,,,
12/10/2016,2,5:00,13:00,5,150,,,,,,,
12/11/2016,2,5:00,13:00,5,150,,,,,,,
12/14/2016,2,5:00,13:00,5,150,,,,,,,
12/15/2016,2,5:00,13:00,5,150,,,,,,,
12/16/2016,2,5:00,13:00,5,150,,,,,,,
12/17/2016,2,5:00,13:00,5,150,,,,,,,
12/18/2016,2,5:00,13:00,5,150,,,,,,,
12/21/2016,2,5:00,13:00,5,150,,,,,,,
12/22/2016,2,5:00,13:00,5,150,,,,,,,
12/23/2016,2,5:00,13:00,5,150,,,,,,,
12/24/2016,2,5:00,13:00,5,150,,,,,,,
12/28/2016,2,5:00,13:00,5,150,,,,,,,
12/29/2016,2,5:00,13:00,5,150,,,,,,,
12/30/2016,2,5:00,13:00,5,150,,,,,,,
12/31/2016,2,5:00,13:00,5,150,,,,,,,
1/1/2017,2,5:00,13:00,5,150,,,,,,,
1/6/2017,2,5:00,13:00,5,150,,,,,,,
1/7/2017,2,5:00,13:00,5,150,,,,,,,
1/8/2017,2,5:00,13:00,5,150,,,,,,,
1/13/2017,2,5:00,13:00,5,150,,,,,,,
1/14/2017,2,5:00,13:00,5,150,,,,,,,
1/15/2017,2,5:00,13:00,5,150,,,,,,,
